Date,Open,High,Low,Close,Volume
2023-10-18,508.48,514.09,501.77,510.73,6570647
2023-10-19,515.38,517.51,510.37,515.23,4741059
2023-10-20,517.69,520.72,510.34,531.65,7070137
2023-10-23,529.86,531.74,527.5,532.55,4174542
2023-10-24,530.62,530.74,525.02,536.03,4444078
2023-10-25,538.26,552.06,532.7,533.23,4456338
2023-10-26,530.0,536.18,524.47,525.75,5519755
2023-10-27,525.62,527.88,525.26,525.78,6494400
2023-10-30,524.38,531.73,522.36,538.76,6275332
2023-10-31,537.74,539.43,536.18,558.06,5572903
2023-11-01,559.35,564.54,558.15,558.71,4705475
2023-11-02,558.49,558.68,554.84,559.24,6098960
2023-11-03,559.0,559.39,548.94,568.44,5519732
2023-11-06,571.5,586.4,560.76,570.3,6662274
2023-11-07,567.09,570.22,561.72,562.28,7871047
2023-11-08,561.7,562.8,557.3,566.94,5225628
2023-11-09,568.05,580.34,567.76,570.34,6575981
2023-11-10,573.74,579.87,570.44,571.01,7450147
2023-11-13,567.48,569.02,563.63,567.05,5493143
2023-11-14,568.03,570.19,559.78,572.9,4633765
2023-11-15,575.88,582.05,569.52,582.3,6051759
2023-11-16,581.37,588.57,580.58,582.92,4740392
2023-11-17,582.96,588.72,575.41,599.93,3729557
2023-11-20,596.72,608.28,593.29,593.88,7463022
2023-11-21,597.12,600.82,585.01,607.91,4512752
2023-11-22,599.7,612.07,592.2,592.8,6533855
2023-11-23,600.61,608.09,597.56,607.28,6280123
2023-11-24,609.77,611.31,609.19,609.8,3869053
2023-11-27,608.88,618.16,608.34,608.95,3344616
2023-11-28,609.54,617.18,604.5,605.11,3515557
2023-11-29,608.18,613.56,606.95,614.44,3547483
2023-11-30,614.79,622.18,611.47,618.58,2610509
2023-12-01,620.05,620.16,616.97,622.8,7046210
2023-12-04,623.22,625.63,622.53,629.56,5073290
2023-12-05,629.7,633.68,625.94,626.57,7624365
2023-12-06,622.36,626.24,618.34,632.64,4557575
2023-12-07,636.9,640.76,635.3,635.93,8217723
2023-12-08,631.86,633.62,628.25,636.82,4722068
2023-12-11,636.37,636.62,635.53,647.66,8315784
2023-12-12,645.71,653.67,645.2,675.96,3794488
2023-12-13,681.94,692.24,678.54,689.2,7442594
2023-12-14,687.79,689.05,684.18,684.87,4026083
2023-12-15,680.34,680.55,675.63,683.48,2666156
2023-12-18,684.7,689.84,672.41,689.58,6841503
2023-12-19,685.08,695.39,682.49,683.18,4916346
2023-12-20,685.24,685.71,681.91,682.6,5254041
2023-12-21,677.39,678.06,671.87,672.55,6854139
2023-12-22,676.51,680.22,669.86,672.93,6819646
2023-12-25,673.44,687.5,671.06,676.04,4536325
2023-12-26,676.53,677.46,672.22,688.45,3821015
2023-12-27,683.5,694.79,680.37,681.05,1770664
2023-12-28,682.48,697.8,682.45,693.06,5122744
2023-12-29,692.69,698.42,690.88,696.3,5482546
2024-01-01,693.79,699.98,692.69,693.39,5804764
2024-01-02,690.02,690.2,689.97,703.79,5712047
2024-01-03,703.69,708.87,694.89,711.04,5015528
2024-01-04,706.0,712.77,704.06,704.77,4719543
2024-01-05,704.98,708.34,704.53,711.44,5096711
2024-01-08,703.85,709.8,702.93,703.64,5899893
2024-01-09,709.45,717.24,708.09,728.77,5223001
2024-01-10,727.45,731.46,725.47,726.19,5255624
2024-01-11,726.82,726.84,723.96,742.69,6424331
2024-01-12,736.73,753.67,730.54,731.27,4662851
2024-01-15,726.65,738.43,723.11,736.87,4135234
2024-01-16,726.56,730.13,724.0,724.72,5275039
2024-01-17,724.66,728.44,723.88,724.61,6794857
2024-01-18,723.99,724.16,717.9,718.62,3672795
2024-01-19,717.95,729.01,709.09,709.8,7206755
2024-01-22,708.99,713.26,702.36,703.06,7739014
2024-01-23,705.63,708.73,691.93,698.22,6113143
2024-01-24,699.35,707.54,689.52,700.03,3869873
2024-01-25,701.77,706.05,689.06,703.78,4452017
2024-01-26,704.48,713.02,698.32,719.98,4014658
2024-01-29,715.91,719.37,708.27,725.46,6494071
2024-01-30,722.5,731.75,712.74,718.59,4623750
2024-01-31,723.75,727.37,720.78,752.24,4034722
2024-02-01,756.01,756.4,754.18,777.11,5761753
2024-02-02,779.37,786.89,776.81,777.59,3432786
2024-02-05,769.33,783.57,761.69,766.57,4584780
2024-02-06,767.85,773.48,761.9,762.66,4749317
2024-02-07,763.83,765.54,752.78,770.88,6102316
2024-02-08,773.64,781.81,772.38,773.15,5599531
2024-02-09,770.43,774.1,766.37,787.91,5031907
2024-02-12,789.23,801.32,787.52,826.5,5848264
2024-02-13,818.65,824.2,815.84,837.98,6009772
2024-02-14,837.35,846.58,835.78,836.61,4129214
2024-02-15,839.27,851.88,836.29,837.13,5666904
2024-02-16,842.54,847.16,841.52,843.1,3822652
2024-02-19,846.05,846.97,842.85,843.7,4343812
2024-02-20,846.99,849.83,833.82,841.23,5337027
2024-02-21,845.47,856.26,832.07,832.9,6893876
2024-02-22,830.42,849.54,826.2,833.51,7313164
2024-02-23,842.54,858.17,833.38,858.41,5888790
2024-02-26,862.02,866.29,855.67,862.31,4744723
2024-02-27,860.2,865.59,852.8,861.91,7216295
2024-02-28,856.6,858.09,851.07,851.92,4875978
2024-02-29,851.36,862.96,846.53,847.38,7781138
2024-03-01,852.96,857.43,851.22,852.08,4441689
2024-03-04,857.08,871.62,845.18,849.89,3320573
2024-03-05,850.53,864.07,848.06,848.91,4300945
2024-03-06,841.6,845.49,837.56,838.4,691606
2024-03-07,838.27,851.65,825.74,831.71,4096681
2024-03-08,833.82,841.31,831.55,845.65,6840399
2024-03-11,845.19,846.74,838.51,839.35,4660281
2024-03-12,841.02,847.93,834.94,863.95,4593314
2024-03-13,863.85,869.66,845.0,877.94,6105265
2024-03-14,876.61,877.14,872.54,873.41,4206420
2024-03-15,877.16,887.06,874.84,875.71,5699644
2024-03-18,875.55,888.27,866.37,867.23,3784621
2024-03-19,868.17,877.15,860.24,869.48,5643224
2024-03-20,872.74,874.12,869.86,870.73,5129215
2024-03-21,865.68,888.45,862.28,880.12,1455601
2024-03-22,875.32,880.19,859.11,876.0,3907995
2024-03-25,875.13,885.96,870.04,870.91,4275884
2024-03-26,866.43,867.39,853.76,871.81,4621469
2024-03-27,870.44,882.69,863.52,869.57,4729280
2024-03-28,884.56,886.94,878.58,879.46,6722668
2024-03-29,879.99,891.39,872.71,873.59,7809946
2024-04-01,878.68,882.22,868.55,880.11,6279160
2024-04-02,882.41,889.13,877.3,899.12,4497837
2024-04-03,897.16,904.87,893.74,930.83,3398700
2024-04-04,930.95,942.78,930.28,938.9,3406409
2024-04-05,941.07,942.66,932.73,961.56,8884345
2024-04-08,964.57,967.4,962.89,963.85,5507725
2024-04-09,962.31,963.77,950.9,951.85,6709817
2024-04-10,958.62,959.64,940.32,948.52,6945491
2024-04-11,948.4,956.93,944.09,963.13,5820100
2024-04-12,961.89,965.06,958.5,959.45,7423063
2024-04-15,957.78,968.28,944.67,975.38,4352569
2024-04-16,977.5,977.72,969.55,983.6,3231440
2024-04-17,989.91,994.05,988.12,995.36,4611642
2024-04-18,998.51,1002.78,990.68,991.67,5189569
2024-04-19,1002.05,1011.07,995.94,1011.72,5269372
2024-04-22,1013.64,1018.1,1007.85,1034.29,5614727
2024-04-23,1032.94,1039.2,1015.28,1030.89,3538206
2024-04-24,1037.05,1038.18,1016.77,1053.29,4197007
2024-04-25,1052.77,1055.92,1050.97,1066.64,4346770
2024-04-26,1069.59,1072.09,1062.48,1081.87,3596841
2024-04-29,1088.21,1093.46,1080.3,1095.84,7757275
2024-04-30,1094.52,1097.96,1094.33,1095.42,6199912
2024-05-01,1085.86,1096.16,1075.43,1104.87,7565920
2024-05-02,1104.25,1105.92,1103.55,1127.78,3608970
2024-05-03,1129.23,1139.15,1124.14,1133.54,6501569
2024-05-06,1116.99,1123.81,1110.42,1111.53,5766803
2024-05-07,1119.77,1121.16,1110.17,1152.72,6972371
2024-05-08,1162.93,1170.69,1162.14,1163.3,4630906
2024-05-09,1158.0,1180.63,1156.17,1161.03,5827228
2024-05-10,1161.31,1179.02,1154.8,1165.84,3886294
2024-05-13,1157.53,1163.9,1157.14,1158.3,3961368
2024-05-14,1149.5,1150.36,1133.94,1165.69,5123659
2024-05-15,1156.51,1159.73,1148.69,1163.62,7010675
2024-05-16,1151.84,1153.03,1150.18,1166.22,5319794
2024-05-17,1161.48,1164.82,1153.16,1184.44,5031967
2024-05-20,1196.6,1197.26,1188.97,1190.16,2295290
2024-05-21,1179.98,1182.82,1174.58,1175.75,6342557
2024-05-22,1172.69,1174.24,1155.67,1192.09,4597204
2024-05-23,1186.35,1209.33,1178.67,1182.32,3519230
2024-05-24,1181.48,1182.3,1179.09,1180.27,5252982
